"source","target","pathway_name","prob","pval","condition","Columns"
"fib","Late Enterocyte","LAMININ",0.0428928618437142,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","NECTIN",0.00171688192313431,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","NRG",0.000461195735490515,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","PTN",0.0892166070406335,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","SPP1",0.0391293920855904,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","TENASCIN",0.021192300905668,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","THBS",0.125903276621607,0,"fibWT","fibWT_Late Enterocyte"
"fib","Late Enterocyte","TWEAK",0.024208169075198,0,"fibWT","fibWT_Late Enterocyte"
"fib","TA 1","ANGPTL",0.0243105248367737,0,"fibWT","fibWT_TA 1"
"fib","TA 1","COLLAGEN",0.903849109132478,0,"fibWT","fibWT_TA 1"
"fib","TA 1","EGF",0.000383768142604043,0,"fibWT","fibWT_TA 1"
"fib","TA 1","EPHA",0.000143793079350842,0,"fibWT","fibWT_TA 1"
"fib","TA 1","FN1",0.173336428805642,0.00666666666666667,"fibWT","fibWT_TA 1"
"fib","TA 1","IGF",0.000662677980695848,0,"fibWT","fibWT_TA 1"
"fib","TA 1","JAM",0.00790461692976765,0,"fibWT","fibWT_TA 1"
"fib","TA 1","LAMININ",0.063042131022027,0,"fibWT","fibWT_TA 1"
"fib","TA 1","NECTIN",0.00157025439494703,0,"fibWT","fibWT_TA 1"
"fib","TA 1","PTN",0.269141789882097,0,"fibWT","fibWT_TA 1"
"fib","TA 1","SPP1",0.0681459579828838,0,"fibWT","fibWT_TA 1"
"fib","TA 1","TENASCIN",0.0293234579167148,0,"fibWT","fibWT_TA 1"
"fib","TA 1","THBS",0.158617427499284,0,"fibWT","fibWT_TA 1"
"fib","TA 1","TWEAK",0.026413297004496,0,"fibWT","fibWT_TA 1"
"fib","TA 2","ANGPTL",0.0376103013796798,0,"fibWT","fibWT_TA 2"
"fib","TA 2","COLLAGEN",1.76278421282122,0,"fibWT","fibWT_TA 2"
"fib","TA 2","EGF",0.00250535067073205,0,"fibWT","fibWT_TA 2"
"fib","TA 2","EPHA",0.000716492853060155,0.005,"fibWT","fibWT_TA 2"
"fib","TA 2","FN1",0.415137509539266,0,"fibWT","fibWT_TA 2"
"fib","TA 2","GALECTIN",0.0116423720763359,0,"fibWT","fibWT_TA 2"
"fib","TA 2","HSPG",0.0118444748548347,0,"fibWT","fibWT_TA 2"
"fib","TA 2","IGF",0.000881159386212662,0,"fibWT","fibWT_TA 2"
"fib","TA 2","JAM",0.0183320188953587,0,"fibWT","fibWT_TA 2"
"fib","TA 2","LAMININ",0.133191217777588,0.000555555555555556,"fibWT","fibWT_TA 2"
"fib","TA 2","NECTIN",0.00478895896494742,0,"fibWT","fibWT_TA 2"
"fib","TA 2","NOTCH",0.0088842677292139,0.01,"fibWT","fibWT_TA 2"
"fib","TA 2","NRG",0.0011025639459339,0,"fibWT","fibWT_TA 2"
"fib","TA 2","PTN",0.383220977029913,0,"fibWT","fibWT_TA 2"
"fib","TA 2","SEMA3",0.000153694448564701,0,"fibWT","fibWT_TA 2"
"fib","TA 2","SPP1",0.260465140361421,0,"fibWT","fibWT_TA 2"
"fib","TA 2","TENASCIN",0.056188394686154,0,"fibWT","fibWT_TA 2"
"fib","TA 2","TGFb",0.00173625100966802,0.01,"fibWT","fibWT_TA 2"
"fib","TA 2","THBS",0.222115176677143,0.000909090909090909,"fibWT","fibWT_TA 2"
"fib","TA 2","TWEAK",0.0286212875853716,0,"fibWT","fibWT_TA 2"
"fib","TA 2","WNT",0.00137448596774099,0,"fibWT","fibWT_TA 2"
"fib","TA 2","ncWNT",0.000454457858767099,0,"fibWT","fibWT_TA 2"
"fib","proCSC","ANGPTL",0.0179211794739207,0,"fibWT","fibWT_proCSC"
"fib","proCSC","COLLAGEN",0.296484881423891,0.00142857142857143,"fibWT","fibWT_proCSC"
"fib","proCSC","EPHA",0.000104252820776364,0,"fibWT","fibWT_proCSC"
"fib","proCSC","FN1",0.0610351856921185,0,"fibWT","fibWT_proCSC"
"fib","proCSC","IGF",0.000437142142610002,0,"fibWT","fibWT_proCSC"
"fib","proCSC","JAM",0.00541537520796761,0,"fibWT","fibWT_proCSC"
"fib","proCSC","LAMININ",0.0381993413153376,0,"fibWT","fibWT_proCSC"
"fib","proCSC","NRG",0.000115732918877375,0,"fibWT","fibWT_proCSC"
"fib","proCSC","PTN",0.237780717977603,0,"fibWT","fibWT_proCSC"
"fib","proCSC","SPP1",0.00527118713102512,0,"fibWT","fibWT_proCSC"
"fib","proCSC","TENASCIN",0.0215217614593328,0,"fibWT","fibWT_proCSC"
"fib","proCSC","THBS",0.0943478285538483,0.00111111111111111,"fibWT","fibWT_proCSC"
"fib","proCSC","TWEAK",0.0250644361904443,0,"fibWT","fibWT_proCSC"
"fib","revCSC","ANGPTL",0.0279414647978236,0,"fibWT","fibWT_revCSC"
"fib","revCSC","COLLAGEN",1.11074833171817,0,"fibWT","fibWT_revCSC"
"fib","revCSC","EGF",0.000543626966197199,0,"fibWT","fibWT_revCSC"
"fib","revCSC","EPHA",0.000135979813032281,0,"fibWT","fibWT_revCSC"
"fib","revCSC","FN1",0.237294249169367,0,"fibWT","fibWT_revCSC"
"fib","revCSC","GALECTIN",0.00643630459822719,0,"fibWT","fibWT_revCSC"
"fib","revCSC","HSPG",0.00614776712124249,0,"fibWT","fibWT_revCSC"
"fib","revCSC","IGF",0.000455521416601795,0,"fibWT","fibWT_revCSC"
"fib","revCSC","JAM",0.01142248749593,0,"fibWT","fibWT_revCSC"
"fib","revCSC","LAMININ",0.0747723533046585,0,"fibWT","fibWT_revCSC"
"fib","revCSC","MPZ",0.000973280720109032,0,"fibWT","fibWT_revCSC"
"fib","revCSC","NECTIN",0.00199330606095421,0,"fibWT","fibWT_revCSC"
"fib","revCSC","NRG",0.000104900047978083,0,"fibWT","fibWT_revCSC"
"fib","revCSC","PTN",0.292178168990187,0,"fibWT","fibWT_revCSC"
"fib","revCSC","SPP1",0.133906205487362,0,"fibWT","fibWT_revCSC"
"fib","revCSC","TENASCIN",0.0370275144595962,0,"fibWT","fibWT_revCSC"
"fib","revCSC","TGFb",0.00181684782457689,0.00333333333333333,"fibWT","fibWT_revCSC"
"fib","revCSC","THBS",0.181030023490908,0,"fibWT","fibWT_revCSC"
"fib","revCSC","TWEAK",0.0341496618207503,0,"fibWT","fibWT_revCSC"
"fib","CSC","ANGPTL",0.0229806086295349,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","COLLAGEN",0.901907182030723,0.00222222222222222,"cd34hilo","cd34hilo_CSC"
"fib","CSC","EGF",0.000277304014616467,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","FN1",0.130163427189536,0.01,"cd34hilo","cd34hilo_CSC"
"fib","CSC","HGF",0.00193175564294029,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","HSPG",0.00360596944104126,0.02,"cd34hilo","cd34hilo_CSC"
"fib","CSC","IGF",0.000404434175928531,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","JAM",0.0101244473411869,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","LAMININ",0.0432367379631554,0.00214285714285714,"cd34hilo","cd34hilo_CSC"
"fib","CSC","NECTIN",0.00133022314356653,0.01,"cd34hilo","cd34hilo_CSC"
"fib","CSC","NRG",0.000436746857541667,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","PTN",0.301557917814236,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","SPP1",0.0580738460338633,0.005,"cd34hilo","cd34hilo_CSC"
"fib","CSC","TENASCIN",0.026490602651445,0,"cd34hilo","cd34hilo_CSC"
"fib","CSC","THBS",0.215643149378383,0.000909090909090909,"cd34hilo","cd34hilo_CSC"
"fib","CSC","TWEAK",0.0199182182475583,0,"cd34hilo","cd34hilo_CSC"
"fib","ER Stress","ANGPTL",0.018318688936206,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","COLLAGEN",0.814229324333853,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","EPHA",0.000132626652954396,0.03,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","FN1",0.0189934384422138,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","HGF",0.00164608050607257,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","HSPG",0.00506693084671679,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","IGF",0.000241405229623334,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","JAM",0.0143658950954521,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","LAMININ",0.0435969674807042,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","NECTIN",0.00238576694257254,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","NRG",0.000177470822966144,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","PTN",0.238042773272177,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","SEMA4",0.000575814024442805,0.01,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","TENASCIN",0.0212536446543792,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","THBS",0.177850383161989,0.001,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","TWEAK",0.0278878718508154,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","WNT",0.0001644268399205,0,"cd34hilo","cd34hilo_ER Stress"
"fib","ER Stress","ncWNT",6.19574466111761e-05,0,"cd34hilo","cd34hilo_ER Stress"
"fib","Early Enterocyte","ANGPTL",0.0184478497903367,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","COLLAGEN",0.612659704035258,0.0065625,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","EGF",0.000228682605895458,0.01,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","EPHA",0.000200143199221524,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","FN1",0.0866897433328279,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","HGF",0.00171171376721273,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","HSPG",0.00425143046889058,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","IGF",0.000407079331812919,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","JAM",0.00929215487154904,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","LAMININ",0.0382176086261324,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","NECTIN",0.00164423098117878,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","NRG",0.000702555962555711,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","PTN",0.239724536498589,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","SEMA4",0.000596135595437283,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","TENASCIN",0.0210982618411536,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","THBS",0.178888965267195,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","TWEAK",0.0191562398063834,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","WNT",0.000634520377462851,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Early Enterocyte","ncWNT",0.00018854797452945,0,"cd34hilo","cd34hilo_Early Enterocyte"
"fib","Goblet / DCS","ANGPTL",0.0155974650731239,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","COLLAGEN",0.671373140198787,0.00512820512820513,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","EGF",0.00221702536946667,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","FGF",0.000679769688710389,0.00666666666666667,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","FN1",0.126914839669201,0.01,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","HGF",0.00114637245119334,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","HSPG",0.00443823472677553,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","IGF",0.000443654926268513,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","JAM",0.0118571287861749,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","LAMININ",0.050548369984452,0.00388888888888889,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","NECTIN",0.00147158301223654,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","NRG",0.000829639761032891,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","PTN",0.0817984411840935,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","SEMA4",0.000696134416791338,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","SPP1",0.120895150491741,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","TENASCIN",0.0195944697390294,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","THBS",0.155163537690794,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","TWEAK",0.0285753372200461,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","WNT",0.000528851245390611,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Goblet / DCS","ncWNT",0.000214374931399003,0,"cd34hilo","cd34hilo_Goblet / DCS"
"fib","Late Enterocyte","ANGPTL",0.0195474869493565,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","COLLAGEN",0.549263521711407,0.0016,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","EGF",0.00138260276657364,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","EPHA",0.00020039362345197,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","FN1",0.137995410914066,0.0025,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","HGF",0.00128980796160108,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","HSPG",0.00433247400590937,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","IGF",0.00067123822571245,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","JAM",0.0134286157518937,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","LAMININ",0.047186977354079,0.00214285714285714,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","NECTIN",0.00167390190049482,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","NRG",0.000755429173212371,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","PTN",0.0988582555069247,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","SEMA4",0.000721755715109593,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","SPP1",0.0774150694015369,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","TENASCIN",0.0238404377748703,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","THBS",0.205236884361894,0.00363636363636364,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","TWEAK",0.0311542213079038,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","WNT",0.000479371703802624,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","Late Enterocyte","ncWNT",0.000145915801117881,0,"cd34hilo","cd34hilo_Late Enterocyte"
"fib","TA 1","ANGPTL",0.0260997017662154,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","COLLAGEN",1.18919572754424,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","EGF",0.000287214975976792,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","EPHA",0.000173223946979467,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","FN1",0.266656789695775,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","GALECTIN",0.00805201365093665,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","HGF",0.00180497850448659,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","HSPG",0.00522659841992517,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","IGF",0.000464624437101189,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","JAM",0.0120516424634329,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","LAMININ",0.0618397234860843,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","NECTIN",0.00176744100774933,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","NRG",0.000335286687867805,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","PTN",0.306703779857264,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","SEMA4",0.000607149208565528,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","SPP1",0.146137720218332,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","TENASCIN",0.0314909388830288,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","THBS",0.252455472419509,0.00166666666666667,"cd34hilo","cd34hilo_TA 1"
"fib","TA 1","TWEAK",0.0254241153016651,0,"cd34hilo","cd34hilo_TA 1"
"fib","TA 2","AGRN",0.00178554706171558,0.01,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","ANGPTL",0.0274141370020084,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","COLLAGEN",1.68354604040581,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","EGF",0.00242103394298543,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","EPHA",0.000336527610870426,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","FN1",0.417367623701879,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","GALECTIN",0.0169459351901959,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","HGF",0.00214085085847,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","HSPG",0.0105983973193051,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","IGF",0.000879084816886302,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","JAM",0.0175070936538791,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","LAMININ",0.110806121305412,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","NECTIN",0.00255387635203704,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","NRG",0.000559847021649036,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","PTN",0.336115596290374,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","SEMA4",0.00113574146138549,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","SPP1",0.34667825575719,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","TENASCIN",0.0394627321983845,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","TGFb",0.0113909022831105,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","THBS",0.260453582315201,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","TWEAK",0.0245418172394775,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","WNT",0.000491219038092749,0,"cd34hilo","cd34hilo_TA 2"
"fib","TA 2","ncWNT",0.000150835209640409,0,"cd34hilo","cd34hilo_TA 2"
"fib","proCSC","ANGPTL",0.0217143648234156,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","COLLAGEN",1.00978513807238,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","EPHA",0.000194034490141769,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","FN1",0.136237147249774,0.0025,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","HSPG",0.00410940955622651,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","IGF",0.000417216037171757,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","JAM",0.0107608080473784,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","LAMININ",0.0537848019358832,0.00176470588235294,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","NRG",0.000125589837745037,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","PTN",0.326851789995388,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","SPP1",0.10794565298431,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","TENASCIN",0.0256508664040072,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","THBS",0.184118120061738,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","TWEAK",0.0285667494422261,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","WNT",0.000414632070109569,0,"cd34hilo","cd34hilo_proCSC"
"fib","proCSC","ncWNT",0.000155334030745626,0,"cd34hilo","cd34hilo_proCSC"
"fib","revCSC","ANGPTL",0.0270356330033441,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","COLLAGEN",1.3444257401789,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","EGF",0.000803868586027689,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","EPHA",0.000147969285218255,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","FN1",0.304354449629863,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","GALECTIN",0.00900804192439182,0,"cd34hilo","cd34hilo_revCSC"
"fib","revCSC","HGF",0.00149874077489292,0,"cd34hilo","cd34hilo_revCSC"
