level_0,phateepi_1,phateepi_2,curatedCLUST,VR,CCATmed,invVELOmed,dist_scaled
WT,0.014813269,-0.010059545,Early Enterocyte,0.24224889693128737,0.26880396900000003,0.0931566128278711,0.03492235509769298
WT,0.024130358,0.017692855,Goblet / DCS,0.2214214267907735,0.244543009,0.1131515562123829,0.11778173764327349
WT,0.033352458,0.00046,Late Enterocyte,0.2123351705893663,0.234857537,0.1899124122989119,0.05072797916178162
WT,0.023621564,-0.003146761,Late Enterocyte,0.211975239267378,0.234857537,0.1899124122989119,0.031775488504046934
WT,0.003439882,-0.010139742,TA 1,0.27388571785370913,0.301248963,0.06268998905912201,0.44052506551000636
WT,0.009381365,-0.006934489,Early Enterocyte,0.24229352013104297,0.26880396900000003,0.0931566128278711,0.03971248200345065
WT,0.009846461,-0.01434802,Early Enterocyte,0.24241455480542373,0.26880396900000003,0.0931566128278711,0.052705083463146896
WT,0.02375161,-0.004382071,Late Enterocyte,0.21209483839538912,0.234857537,0.1899124122989119,0.03807308256666503
WT,-0.007024478,-0.004849527,TA 1,0.27174281930956334,0.301248963,0.06268998905912201,0.09870038563570471
WT,0.013713524,-0.014460222,Early Enterocyte,0.24248765582520082,0.26880396900000003,0.0931566128278711,0.060552193567091905
WT,-0.01711661,-0.005326467,CSC,0.3069489928535445,0.3380425025,0.0431088893442971,0.6288124432746637
WT,0.03467484,0.005431605,Late Enterocyte,0.21384191386547463,0.234857537,0.1899124122989119,0.13006683110247608
WT,0.011820929,-0.007956991,Late Enterocyte,0.2160963542276827,0.234857537,0.1899124122989119,0.24877631064190175
WT,0.041258027,0.018275263,Late Enterocyte,0.21968457090720955,0.234857537,0.1899124122989119,0.4377169194252386
WT,-0.012929026,-0.003963416,TA 1,0.27520355122113577,0.301248963,0.06268998905912201,0.6507393895520517
WT,0.023885405,-0.007561567,Late Enterocyte,0.21272759918645198,0.234857537,0.1899124122989119,0.07139164154884187
WT,-0.002285287,-0.003066296,TA 1,0.2720460994238036,0.301248963,0.06268998905912201,0.14707814399744734
WT,0.029060739,-0.001947834,Late Enterocyte,0.2116669065299569,0.234857537,0.1899124122989119,0.015539965312661053
WT,-0.002462648,-0.000296,TA 2,0.25426084853339126,0.2807107795,0.0796423739900973,0.20355332245530472
WT,0.012671225,-0.007824636,Late Enterocyte,0.21564954746083065,0.234857537,0.1899124122989119,0.2252493193597943
WT,-0.001629054,0.002890379,revCSC,0.3145099811894003,0.348974281,0.054304337184330836,0.07975942840994654
WT,0.041719311,0.037680191,Late Enterocyte,0.23020735927450942,0.234857537,0.1899124122989119,0.9918033132485957
WT,0.021686568,0.00454535,Goblet / DCS,0.22245576228905334,0.244543009,0.1131515562123829,0.209193250918303
WT,0.02255076,0.008791888,Goblet / DCS,0.22217374614532828,0.244543009,0.1131515562123829,0.18426949793025393
WT,-0.002376727,0.00521079,revCSC,0.3142921967249029,0.348974281,0.054304337184330836,0.03965499554334795
WT,-0.007113879,-0.000457,revCSC,0.3160729831408453,0.348974281,0.054304337184330836,0.3675821019727511
WT,0.024592338,0.038971866,Goblet / DCS,0.2258779470002342,0.244543009,0.1131515562123829,0.5116358178377977
WT,0.026257314,-0.004600371,Late Enterocyte,0.21214916147413804,0.234857537,0.1899124122989119,0.04093351059721523
WT,0.027223642,-0.00376364,Late Enterocyte,0.21199967029590813,0.234857537,0.1899124122989119,0.033061925142621296
WT,0.00042,-0.010356509,TA 1,0.2725933398390514,0.301248963,0.06268998905912201,0.23437125466168907
WT,-0.006588453,-0.000672,TA 1,0.27318623480401855,0.301248963,0.06268998905912201,0.32894695548180275
WT,0.002580096,0.018826689,ER Stress,0.25254778534530575,0.27705173299999997,0.2806624696887638,0.11405962645649476
WT,0.036855159,0.009001065,Early Enterocyte,0.25022455578547975,0.26880396900000003,0.0931566128278711,0.8910783071103858
WT,-0.003550376,-0.005363429,TA 1,0.27116850152225525,0.301248963,0.06268998905912201,0.007088025205000181
WT,0.019573443,-0.003018081,Late Enterocyte,0.21209377987934463,0.234857537,0.1899124122989119,0.03801734550179087
WT,0.035682716,0.003525076,Late Enterocyte,0.21371114651640427,0.234857537,0.1899124122989119,0.12318116483730557
WT,0.019689108,-0.00543697,Late Enterocyte,0.21225788618524763,0.234857537,0.1899124122989119,0.04665850296572199
WT,0.003286786,0.007929418,ER Stress,0.2536840022699445,0.27705173299999997,0.2806624696887638,0.1545430201178814
WT,0.001049365,-0.003462505,Early Enterocyte,0.24398890122277755,0.26880396900000003,0.0931566128278711,0.22170504702588317
WT,0.018290197,-0.006262498,Late Enterocyte,0.21262926675933677,0.234857537,0.1899124122989119,0.06621386375512656
WT,0.006625569,-0.009612247,TA 1,0.27573130776420257,0.301248963,0.06268998905912201,0.734924528357715
WT,-0.005275642,-0.008656037,TA 1,0.27183791326824047,0.301248963,0.06268998905912201,0.11386930815497054
WT,0.002638376,0.006021985,TA 2,0.2571156813632043,0.2807107795,0.0796423739900973,0.5620098433731775
WT,0.03969604,0.01442759,Early Enterocyte,0.2426713880884372,0.26880396900000003,0.0931566128278711,0.0802751372915319
WT,0.023680611,-0.009798824,Early Enterocyte,0.24399896352961073,0.26880396900000003,0.0931566128278711,0.22278519652120377
WT,0.027216199,-0.000201,Late Enterocyte,0.2114535273302551,0.234857537,0.1899124122989119,0.00430430161281059
WT,0.025233912,-0.002085267,Late Enterocyte,0.2117976178148425,0.234857537,0.1899124122989119,0.02242267947037807
WT,0.042166654,0.031558552,Late Enterocyte,0.22687741002254272,0.234857537,0.1899124122989119,0.8164619960773127
WT,-0.004833191,-0.009287436,TA 1,0.27201014187821243,0.301248963,0.06268998905912201,0.14134237244431425
WT,0.015719072,-0.004356791,Goblet / DCS,0.22296555029633858,0.244543009,0.1131515562123829,0.25424680778926434
WT,0.017553207,-0.006171764,Late Enterocyte,0.2128560543738343,0.234857537,0.1899124122989119,0.0781555589688448
WT,0.000792,-0.00932285,TA 1,0.27224857024449867,0.301248963,0.06268998905912201,0.17937529761541182
WT,0.001118037,0.021005818,ER Stress,0.2568496485035862,0.27705173299999997,0.2806624696887638,0.2673349526178777
WT,0.035571356,0.005680423,Late Enterocyte,0.21411357276290172,0.234857537,0.1899124122989119,0.14437126197872152
WT,0.00878809,0.012892724,ER Stress,0.2545001639073903,0.27705173299999997,0.2806624696887638,0.1836228482242495
WT,0.022611278,-0.001338721,Late Enterocyte,0.2120381874147711,0.234857537,0.1899124122989119,0.035090076878292964
WT,0.003837714,0.021491147,ER Stress,0.25720585304167237,0.27705173299999997,0.2806624696887638,0.28002651549342644
WT,0.017579867,-0.00941989,Early Enterocyte,0.24273659213861803,0.26880396900000003,0.0931566128278711,0.08727453842919669
WT,-0.028988653,0.010475143,proCSC,0.3508722932411408,0.3891121675,0.06900886625798297,0.0972835126186557
WT,0.039915232,0.012949541,Early Enterocyte,0.2426713880884372,0.26880396900000003,0.0931566128278711,0.0802751372915319
WT,-0.012068674,-0.005653777,TA 1,0.27443932264814747,0.301248963,0.06268998905912201,0.528833390770078
WT,0.004554177,-0.012160719,CSC,0.30659080915542003,0.3380425025,0.0431088893442971,0.5457243137560047
WT,0.002265657,0.009897188,TA 2,0.25833197330997465,0.2807107795,0.0796423739900973,0.7147290411863412
WT,0.028960004,0.002830847,Late Enterocyte,0.21170019772253074,0.234857537,0.1899124122989119,0.0172929414436489
WT,0.017956257,-0.008702525,Late Enterocyte,0.2134256223344711,0.234857537,0.1899124122989119,0.10814664558304193
WT,0.041470281,0.038140368,Late Enterocyte,0.2130818142053363,0.234857537,0.1899124122989119,0.09004313539258335
WT,0.041711499,0.028447339,Late Enterocyte,0.22516577633420176,0.234857537,0.1899124122989119,0.7263344647789932
WT,-0.017598486,-0.002259031,proCSC,0.35241525373256305,0.3891121675,0.06900886625798297,0.32087224477577275
WT,0.001726305,-0.000249,revCSC,0.3159086563750228,0.348974281,0.054304337184330836,0.33732176286489646
WT,-0.012420539,-0.008011758,CSC,0.30503395532029043,0.3380425025,0.0431088893442971,0.18457981228311915
WT,0.008088664,0.012920781,ER Stress,0.25365920110144025,0.27705173299999997,0.2806624696887638,0.15365935481942788
WT,0.019448587,-0.005587959,Late Enterocyte,0.21230668642026326,0.234857537,0.1899124122989119,0.04922812095039736
WT,0.002043783,0.010152332,TA 2,0.258368147862276,0.2807107795,0.0796423739900973,0.719271164994183
WT,0.013044881,-0.012965846,Early Enterocyte,0.24223916120366648,0.26880396900000003,0.0931566128278711,0.03387726261039242
WT,0.019661802,-0.006150691,Late Enterocyte,0.21236556687649114,0.234857537,0.1899124122989119,0.05232852157798734
WT,0.024070089,0.016018834,Goblet / DCS,0.2217619530010882,0.244543009,0.1131515562123829,0.1478764373286714
WT,0.016988328,-0.007215548,Late Enterocyte,0.21334199787255567,0.234857537,0.1899124122989119,0.10374332823779014
WT,-0.008161321,-0.006309307,TA 1,0.27210621800008644,0.301248963,0.06268998905912201,0.15666796482611733
WT,-0.003472071,-0.006057544,TA 1,0.27113708075262205,0.301248963,0.06268998905912201,0.0020759379316142024
WT,-0.004479028,-0.005221773,TA 1,0.2712738889361573,0.301248963,0.06268998905912201,0.023898909284540082
WT,0.011094084,-0.007164609,Early Enterocyte,0.2422149948772188,0.26880396900000003,0.0931566128278711,0.0312831014752791
WT,0.020844961,-0.011594885,Early Enterocyte,0.24344478277129208,0.26880396900000003,0.0931566128278711,0.1632960479255326
WT,0.024662753,-0.004659852,Late Enterocyte,0.2121533115901451,0.234857537,0.1899124122989119,0.04115203849419963
WT,0.011795606,-0.009023461,Early Enterocyte,0.2419825677710164,0.26880396900000003,0.0931566128278711,0.006332955785475436
WT,0.024192189,-0.001096271,Late Enterocyte,0.21186960903061122,0.234857537,0.1899124122989119,0.026213438320590532
WT,0.030084589,-0.003554855,Late Enterocyte,0.21201555547801607,0.234857537,0.1899124122989119,0.033898372951147615
WT,0.034308275,0.000598,Late Enterocyte,0.21277824964442682,0.234857537,0.1899124122989119,0.07405868460104209
WT,0.036763358,0.004649651,Late Enterocyte,0.2142588215943868,0.234857537,0.1899124122989119,0.15201946304819441
WT,-0.00919886,-0.007400672,TA 1,0.2726564755393478,0.301248963,0.06268998905912201,0.24444235233517175
WT,0.032910721,0.005284572,Late Enterocyte,0.21334882531406266,0.234857537,0.1899124122989119,0.10410283299181655
WT,0.041987143,0.036622254,Late Enterocyte,0.22963064310738956,0.234857537,0.1899124122989119,0.9614358317270544
WT,0.039163823,0.014892428,Late Enterocyte,0.2181287711417044,0.234857537,0.1899124122989119,0.35579495620693025
WT,-0.027025235,0.005154606,proCSC,0.35056645006823,0.3891121675,0.06900886625798297,0.05296410998314194
WT,0.001834655,1.28e-05,revCSC,0.31586754221191227,0.348974281,0.054304337184330836,0.3297506985186076
WT,0.026985733,-0.005708922,Late Enterocyte,0.2124414968865359,0.234857537,0.1899124122989119,0.05632668099925109
WT,0.022347541,-0.008021041,Early Enterocyte,0.24373583870697765,0.26880396900000003,0.0931566128278711,0.19453977038926845
WT,0.000432,-0.011754491,TA 1,0.27331691051118523,0.301248963,0.06268998905912201,0.34979170424119843
WT,0.031096705,-0.000701,Late Enterocyte,0.2116416222169276,0.234857537,0.1899124122989119,0.014208598251223281
WT,0.038230863,0.007984503,Late Enterocyte,0.21565831801730373,0.234857537,0.1899124122989119,0.225711140489172
WT,0.005324276,-0.008898022,TA 1,0.2746963796719912,0.301248963,0.06268998905912201,0.5698378681518343
WT,-0.004349088,-0.005157313,TA 1,0.27124314736623784,0.301248963,0.06268998905912201,0.01899516462278339
WT,0.031573702,0.000937,Late Enterocyte,0.21180141879755818,0.234857537,0.1899124122989119,0.022622823456212693
WT,0.042439862,0.031849071,Late Enterocyte,0.22705076364551854,0.234857537,0.1899124122989119,0.8255900789065151
WT,0.00342531,0.018771016,ER Stress,0.25224000480866837,0.27705173299999997,0.2806624696887638,0.10309341009779632
WT,0.001924645,0.01961761,ER Stress,0.2540800251195202,0.27705173299999997,0.2806624696887638,0.16865330889339641
WT,-0.0019569,0.005006728,revCSC,0.31435584456421334,0.348974281,0.054304337184330836,0.051375576736415685
WT,0.016181602,-0.013069544,Early Enterocyte,0.24266925022682953,0.26880396900000003,0.0931566128278711,0.08004564616441134
WT,0.002754125,0.019851852,ER Stress,0.2543876759923643,0.27705173299999997,0.2806624696887638,0.17961490533289243
WT,-0.006594203,-0.00652996,TA 1,0.27158530157157323,0.301248963,0.06268998905912201,0.07357392759125281
WT,-0.00631612,-0.006511184,TA 1,0.2715359627458033,0.301248963,0.06268998905912201,0.06570363976533244
WT,0.002220045,0.020022745,ER Stress,0.2547831115062074,0.27705173299999997,0.2806624696887638,0.19370426734419538
WT,-0.023869131,0.00534718,proCSC,0.35049475993726775,0.3891121675,0.06900886625798297,0.04257557082148461
WT,0.035217033,0.002301358,Late Enterocyte,0.21332950422708946,0.234857537,0.1899124122989119,0.10308546468295715
WT,-0.006584422,-0.008173713,TA 1,0.2718871476071558,0.301248963,0.06268998905912201,0.12172292874962098
WT,0.009115851,-0.008879739,Late Enterocyte,0.21763064294815823,0.234857537,0.1899124122989119,0.3295655914426022
WT,-0.013814227,-0.006977954,CSC,0.3054802334402854,0.3380425025,0.0431088893442971,0.28810326806753894
WT,-0.002907332,-0.008678392,TA 1,0.2715759150797126,0.301248963,0.06268998905912201,0.07207664038456207
WT,0.006075028,-0.007686377,TA 1,0.2749609805073127,0.301248963,0.06268998905912201,0.6120456973910446
WT,0.041154533,0.020952191,Late Enterocyte,0.22106190137604917,0.234857537,0.1899124122989119,0.510241429654289
WT,0.016056831,-0.009526983,Late Enterocyte,0.2144617738139618,0.234857537,0.1899124122989119,0.16270608521881785
WT,0.036043508,0.006094015,Late Enterocyte,0.2143506945622888,0.234857537,0.1899124122989119,0.15685711250932705
WT,0.003767379,0.014374272,ER Stress,0.25019163463936706,0.27705173299999997,0.2806624696887638,0.030110008662869503
WT,-0.005310581,-0.009078891,TA 1,0.2720053801985744,0.301248963,0.06268998905912201,0.1405828126310973
WT,-0.019627277,-0.002931663,proCSC,0.352170857876379,0.3891121675,0.06900886625798297,0.2854571061948264
WT,0.00450987,0.021608047,ER Stress,0.25751199615994413,0.27705173299999997,0.2806624696887638,0.29093439065789867
WT,0.029306826,-0.005152484,Late Enterocyte,0.21240558967962025,0.234857537,0.1899124122989119,0.05443595640252735
WT,-0.00242235,-0.008669346,TA 1,0.27154019669326335,0.301248963,0.06268998905912201,0.06637901832634274
WT,0.002860267,0.016884964,ER Stress,0.24977837067232114,0.27705173299999997,0.2806624696887638,0.01538541910502017
WT,0.004576487,-0.013716245,CSC,0.30673734571396755,0.3380425025,0.0431088893442971,0.5797165044100513
WT,0.028877065,-0.003591679,Late Enterocyte,0.21194809189644284,0.234857537,0.1899124122989119,0.030346020540024055
WT,0.034431768,0.001512024,Late Enterocyte,0.21295129594539863,0.234857537,0.1899124122989119,0.08317058512808373
WT,-0.006073871,-0.008079029,TA 1,0.2717595480810448,0.301248963,0.06268998905912201,0.10136887732512978
